index,question,choices,correct_answer,image_path,predicted_answer,is_correct,rationale,informative,vf_questions,vf_answers,visual_fidelity,commonsense_plausibility,generated_choices,hypothesis,alternative_hypotheses,support,entail_prob,contrastive,alt_entail_probs,contrastiveness_score
425,What is the woman wearing?,"['onesie', 'pants', 'suit', 'dress']",dress,images/425.jpg,dress,1,"The woman in the image is wearing a blue dress. This is evident from the one-piece garment that covers her torso and extends down to her knees, which is characteristic of a dress.",1,"['Is the woman wearing a blue dress?  ', 'Does the garment cover her torso and extend down to her knees?']","['yes', 'yes']",1.0,0.8575489521026611,"['blouse and skirt', 'jumpsuit', 'pantsuit']",The woman is wearing a dress.,"['The woman is wearing a blouse and skirt.', 'The woman is wearing a jumpsuit.', 'The woman is wearing a pantsuit.']",False,0.0016533115413039923,False,"[2.0661043436120963e-06, 0.14767806231975555, 1.9355029508005828e-05]",0.011069839980968048
426,What will the boy do if he hits?,"['leave', 'run', 'apologize', 'stop']",run,images/426.jpg,run,1,"The boy will run if he hits the ball. In baseball, after hitting the ball, the batter runs to first base.",1,"['Is the boy holding a baseball bat?', 'Is there a baseball visible in the image?', 'Is the boy positioned as if he is about to hit the ball?']","['yes', 'yes', 'yes']",1.0,0.5929333567619324,"['slide', 'jump', 'cheer']","If the boy hits, he will run.","['If the boy hits, he will slide.', 'If the boy hits, he will jump.', 'If the boy hits, he will cheer.']",True,0.9914721846580505,True,"[0.0021787320729345083, 0.0022354512475430965, 0.023470250889658928]",0.9726450648438452
427,What is the second shelf in the fridge used for?,"['condiments', 'drinks', 'produce', 'eggs']",drinks,images/427.jpg,drinks,1,The second shelf in the fridge appears to be used for drinks. There are several bottles and containers that look like they could be beverages.,1,"['Are there several bottles on the second shelf in the fridge?', 'Do the containers on the second shelf in the fridge look like they could be beverages?']","['yes', 'yes']",1.0,0.5553354620933533,"['vegetables', 'condiments', 'leftovers']",The second shelf in the fridge is used for drinks.,"['The second shelf in the fridge is used for vegetables.', 'The second shelf in the fridge is used for condiments.', 'The second shelf in the fridge is used for leftovers.']",True,0.9086179733276367,True,"[4.443896614247933e-06, 1.3525267604563851e-05, 3.499557715258561e-05]",0.9999417118572275
428,Where are the trucks headed to?,"['port', 'interstate', 'market', 'junkyard']",market,images/428.jpg,market,1,"The trucks are headed to the market. This can be inferred from the sign on the building that reads ""West Washington Market,"" indicating that the location is a market. The presence of trucks in front of the market suggests they are there for loading or unloading goods.",1,"['Is there a sign on the building that reads ""West Washington Market""?  ', 'Are there trucks in front of the building with the ""West Washington Market"" sign?']","['yes', 'yes']",1.0,0.5068634748458862,"['construction site', 'gas station', 'warehouse']",The trucks are headed to the market.,"['The trucks are headed to the construction site.', 'The trucks are headed to the gas station.', 'The trucks are headed to the warehouse.']",False,0.465630441904068,False,"[0.0001058823472703807, 8.271520346170291e-05, 0.83601975440979]",0.3576713523199096
429,What are the zebras swinging?,"['butt', 'tail', 'head', 'feet']",tail,images/429.jpg,tail,1,The zebras are swinging their tails.,0,['Are the zebras swinging their tails?'],['yes'],1.0,0.4772806167602539,"['legs', 'ears', 'heads']",The zebras are swinging their tails.,"['The zebras are swinging their legs.', 'The zebras are swinging their ears.', 'The zebras are swinging their heads.']",True,0.9993294477462769,True,"[0.0002432228793622926, 3.308471059426665e-05, 2.8133663363405503e-05]",0.9996954472465668
430,Where is this bathroom probably located?,"['home', 'dorm', 'hotel', 'theater']",hotel,images/430.jpg,hotel,1,"The answer is hotel. 

The bathroom in the image has several features that are typical of a hotel bathroom. These include the presence of multiple glasses and toiletries arranged neatly on the countertop, a small waste bin, and a compact layout that maximizes space efficiency. Additionally, the overall design and fixtures, such as the wall-mounted sink and the presence of a bathtub with a shower curtain, are common in hotel bathrooms. The cleanliness and organization also suggest a commercial setting rather than a personal or shared living space like a home or dorm.",1,"['Are there multiple glasses and toiletries arranged neatly on the countertop?', 'Is there a small waste bin visible in the bathroom?', 'Does the bathroom have a compact layout that maximizes space efficiency?', 'Is there a wall-mounted sink in the bathroom?', 'Is there a bathtub with a shower curtain present in the bathroom?', 'Does the bathroom appear clean and organized?']","['yes', 'yes', 'yes', 'yes', 'yes', 'yes']",1.0,0.3819024264812469,"['airport lounge', 'upscale restaurant', 'corporate office']",The bathroom is probably located in a hotel.,"['The bathroom is probably located in an airport lounge.', 'The bathroom is probably located in an upscale restaurant.', 'The bathroom is probably located in a corporate office.']",True,0.9904035329818726,False,"[0.5365557670593262, 0.5650587677955627, 0.9738444089889526]",0.3230423870829658
431,What color is in the center of the red flower?,"['brown', 'black', 'yellow', 'white']",white,images/431.jpg,white,1,The center of the red flower on the cake is white.,0,['Is the center of the red flower on the cake white?'],['yes'],1.0,0.4617831707000732,"['yellow', 'pink', 'green']",The color in the center of the red flower is white.,"['The color in the center of the red flower is yellow.', 'The color in the center of the red flower is pink.', 'The color in the center of the red flower is green.']",False,0.1525365263223648,True,"[0.041734807193279266, 0.07362964004278183, 0.013604034669697285]",0.5418607906213654
432,What region of the world is this?,"['africa', 'north america', 'europe', 'asia']",africa,images/432.jpg,africa,1,"The answer is Africa. The image depicts a group of people engaged in an activity that appears to be a traditional or communal event, which is characteristic of many African cultures. The clothing and the setting also suggest an African context.",1,"['Is the group of people in the image engaged in an activity that appears to be a traditional or communal event?', 'Does the clothing in the image suggest an African context?', 'Does the setting in the image suggest an African context?']","['yes', 'yes', 'yes']",1.0,0.5126008987426758,"['South America', 'Middle East', 'Southeast Asia']",This region of the world is Africa.,"['This region of the world is South America.', 'This region of the world is the Middle East.', 'This region of the world is Southeast Asia.']",True,0.9974403381347656,True,"[1.220365390963707e-07, 1.2365606494313397e-07, 1.3298787848725624e-07]",0.9999996203478801
433,What sports equipment is on the ground?,"['hockey', 'football', 'baseball', 'basketball']",baseball,images/433.jpg,baseball,1,"The sports equipment on the ground includes baseball gloves and helmets, which are used in the sport of baseball. Therefore, the answer is baseball.",1,"['Are there baseball gloves on the ground?', 'Are there helmets on the ground?']","['yes', 'yes']",1.0,0.646502673625946,"['soccer ball', 'tennis racket', 'football']",The sports equipment on the ground is a baseball.,"['The sports equipment on the ground is a soccer ball.', 'The sports equipment on the ground is a tennis racket.', 'The sports equipment on the ground is a football.']",False,0.025371313095092773,True,"[6.775888323318213e-05, 8.172547495632898e-06, 0.003968500066548586]",0.8625079339883023
434,The dishes appear to be sitting on what?,"['table', 'ground', 'couch', 'stove']",ground,images/434.jpg,ground,1,The dishes appear to be sitting on the ground.,0,['Are the dishes sitting on the ground?'],['yes'],1.0,0.5877670049667358,"['table', 'countertop', 'shelf']",The dishes appear to be sitting on the ground.,"['The dishes appear to be sitting on a table.', 'The dishes appear to be sitting on a countertop.', 'The dishes appear to be sitting on a shelf.']",False,0.005348449107259512,False,"[0.08471965044736862, 0.06176271662116051, 0.10903988778591156]",0.020502298748136725
435,Why is the man holding the fork?,"['showing off', 'organizing', 'cutting food', 'weapon']",cutting food,images/435.jpg,cutting food,1,"The man is holding the fork to cut food. The fork is typically used to hold the food in place while cutting it with a knife, which is consistent with the context of eating a meal.",1,"['Is the man holding a fork?  ', 'Is the man using the fork to hold food in place?  ', 'Is there food present that the man is cutting?']","['yes', 'yes', 'yes']",1.0,0.4840350449085235,"['feeding a pet', 'pointing at something', 'holding it for someone']",The man is holding the fork for cutting food.,"['The man is holding the fork to feed a pet.', 'The man is holding the fork to point at something.', 'The man is holding the fork for someone.']",True,0.9984114170074463,True,"[1.4464500054600649e-05, 8.288701792480424e-05, 0.44794321060180664]",0.690248574729645
436,What kind of flavor would the fruit on the pizza add?,"['sweet', 'spicy', 'umami', 'sour']",sweet,images/436.jpg,sweet,1,"The fruit on the pizza would add a sweet flavor. Fruits typically have natural sugars that contribute to a sweet taste, which can complement the savory and salty flavors of the other pizza toppings.",1,['Is there fruit on the pizza?'],['no'],0.0,0.8021672368049622,"['savory', 'tangy', 'spicy']",The fruit on the pizza would add a sweet flavor.,"['The fruit on the pizza would add a savory flavor.', 'The fruit on the pizza would add a tangy flavor.', 'The fruit on the pizza would add a spicy flavor.']",True,0.9581869840621948,True,"[1.66340771556861e-06, 0.006463137920945883, 6.838294552835578e-07]",0.9932976016084398
